                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    2006.05    1290.01      23.22      73.88     202.50    2006.37       5.11    1483.35      26.70      84.96      25.64
    2006.06    1253.17      23.44      74.49     202.90    2006.46       5.11    1438.15      26.90      85.49      24.74
    2006.07    1260.24      23.66      75.85     203.50    2006.54       5.09    1442.00      27.07      86.79      24.69
    2006.08    1287.15      23.88      77.21     203.90    2006.62       4.88    1469.90      27.27      88.17      25.04
    2006.09    1317.74      24.10      78.57     202.90    2006.71       4.72    1512.25      27.66      90.17      25.63
     2006.1    1363.38      24.36      79.55     201.80    2006.79       4.73    1573.16      28.11      91.79      26.53
    2006.11    1388.64      24.62      80.53     201.50    2006.87       4.60    1604.69      28.45      93.06      26.92
    2006.12    1416.42      24.88      81.51     201.80    2006.96       4.56    1634.36      28.71      94.05      27.27
    2007.01    1424.16      25.08      82.06    202.416    2007.04       4.76    1638.29      28.85      94.39      27.20
    2007.02    1444.80      25.29      82.60    203.499    2007.12       4.72    1653.19      28.93      94.52      27.31
    2007.03    1406.95      25.49      83.15    205.352    2007.21       4.56    1595.35      28.90      94.28      26.22
    2007.04    1463.64      25.72      83.74    206.686    2007.29       4.69    1648.92      28.97      94.34      26.97
    2007.05    1511.14      25.94      84.33    207.949    2007.37       4.75    1692.09      29.05      94.43      27.54
    2007.06    1514.19      26.17      84.92    208.352    2007.46       5.10    1692.23      29.25      94.90      27.41
    2007.07    1520.71      26.44      82.81    208.299    2007.54       5.00    1699.95      29.55      92.57      27.40
    2007.08    1454.62      26.70      80.71    207.917    2007.62       4.67    1629.06      29.91      90.38      26.14
    2007.09    1497.12      26.97      78.60     208.49    2007.71       4.52    1672.04      30.12      87.78      26.72
     2007.1    1539.66      27.22      74.46    208.936    2007.79       4.53    1715.88      30.34      82.98      27.31
    2007.11    1463.39      27.48      70.32    210.177    2007.87       4.15    1621.25      30.44      77.91      25.72
    2007.12    1479.22      27.73      66.18    210.036    2007.96       4.10    1639.89      30.74      73.37      25.95
    2008.01    1378.76      27.92      64.25     211.08    2008.04       3.74    1520.96      30.80      70.88      24.01
    2008.02    1354.87      28.11      62.32    211.693    2008.12       3.74    1490.28      30.92      68.55      23.49
    2008.03    1316.94       28.3      60.39    213.528    2008.21       3.51    1436.11      30.86      65.85      22.60
    2008.04    1370.47      28.44      57.38    214.823    2008.29       3.68    1485.47      30.82      62.20      23.35
    2008.05    1403.22      28.57      54.38    216.632    2008.37       3.88    1508.27      30.71      58.45      23.69
    2008.06    1341.25      28.71      51.37    218.815    2008.46       4.10    1427.28      30.55      54.66      22.41
    2008.07    1257.33      28.76      49.56    219.964    2008.54       4.01    1330.99      30.44      52.47      20.90
    2008.08    1281.47      28.80      47.76    219.086    2008.62       3.89    1361.98      30.61      50.76      21.39
